รหัสสินค้า,รายละเอียด,หน่วยนับ,หมวด,สินค้าต้นงวด,จำนวนขาย,จำนวนซื้อ,จำนวนรับคืน,จำนวนปรับปรุง,จำนวนคงเหลือ,ต้นทุนสินค้ารวม,ราคาต้นทุนเฉลี่ย
6K0260244,กระจกเหลี่ยม SB # K444 สีขาว,บาน,11,2,0,0,0,0,2,738.32,369.16
6K0260245,กระจกแกะลายหลุยส์ RK 45*61 CM มิคกี้ฯ,บาน,11,8,0,0,0,0,8,4337.8,542.225
6K0260250,กระจกพ่นทราย MC312 สิมิลัน,บาน,11,2,0,0,0,0,2,2945.26,1472.63
6K0260255,กระจกแกะลาย COTTO # MC323 ซัมเมอร์,บาน,11,2,0,0,0,0,2,2290.76,1145.38
6K0260260,กระจกแกะลาย COTTO # MC324 จอย,บาน,11,3,0,0,0,0,3,3043.42,1014.4733
6K0260265,กระจกแกะลาย COTTO # MC106 อะมานดา,บาน,11,2,0,0,0,0,2,1439.9,719.95
6K0260400,ชุดชั้นวางของเอนกประสงค์ ABS ขาว,ชุด,11,12,0,0,0,0,12,7476,623
6K0260402,กระจกกรอบไม้เพ้นท์ ดอกไม้#402,บาน,89,1,0,0,0,0,1,750,750
6K0260408,กระจกกรอบไม้เพ้นท์สี ลายดอกไม้#408,บาน,89,1,0,0,0,0,1,750,750
6K0260410,กระจกกรอบไม้เพ้นท์สี #410,บาน,89,1,1,0,0,0,0,0,0
6K0260412,กระจกกรอบไม้เพ้นท์สี ลายดอกไม้#412,บาน,89,1,0,0,0,0,1,750,750
6K0260777,กระจกกลม SB # K211 ขาว,บาน,80,5,0,0,0,0,5,925,185
6K0260801,กระจกเงาหนา 5 มม.ทรงรี 60*45#801,บาน,60,1,0,0,0,0,1,205.608,205.608
6K0260804,กระจกเงาหนา 5 มม.ทรงโค้ง 60*45#804,บาน,60,1,0,0,0,0,1,205.607,205.607
6K0260806,กระจกเงาสี่เหลี่ยมขอบเจียรปลี 45*35(4มม.),บาน,60,2,0,0,0,0,2,186.916,93.458
6K0260999,กระจกเหลี่ยม U-999ขาว,บาน,11,24,0,0,0,0,24,2640,110
6K0261006,กระจกดีไซด์  60*80#JLL-M006,บาน,60,3,1,0,0,0,2,1164.4867,582.2433
6K0261008,กระจกดีไซด์  60*80#JLL-M008,บาน,60,1,0,0,0,0,1,582.2433,582.2433
6K0261023,กระจกดีไซด์  60*80#JLL-L023,บาน,60,2,0,0,0,0,2,1216.82,608.41
6K0261029,กระจกดีไซด์  60*80#1029,บาน,60,2,0,0,0,0,2,1164.484,582.242
6K0261030,กระจกดีไซด์  60*80#1030,บาน,60,4,0,0,0,0,4,2328.968,582.242
6K0261114,กระจกพ่นทราย ลายการ์ตูน #G114,บาน,60,0,1,1,0,0,0,0,0
6K0261115,กระจกพ่นทราย ลายปลาทะเลทรงเหลี่ยม #G115,บาน,60,1,2,1,0,0,0,0,0
6K0261205,กระจกพ่นทราย ลายปลาโลมา ทรงโดม #G205,บาน,60,2,3,1,0,0,0,0,0
6K0261208,กระจกพ่นทราย ลายการ์ตูน #G208,บาน,60,2,0,0,0,0,2,1100,550
6K0261212,กระจกพ่นทราย ลายปลาทะเล #G212,บาน,60,0,0,1,0,0,1,550,550
6K0261301,กระจกพ่นทราย ลายห่าน ทรงวงรี #G301,บาน,60,1,1,1,0,0,1,550,550
6K0261307,กระจกพ่นทราย ลายดอกไม้ ทรงวงรี #G307,บาน,60,0,1,2,0,0,1,550,550
6K0261309,กระจกพ่นทราย ลายปลานีโน่ ทรงวงรี #G309,บาน,60,1,1,1,0,0,1,550,550
6K0261328,กระจกพ่นทราย ลายดอกไม้ ทรงวงรี #G328,บาน,60,0,0,2,0,0,2,1100,550
6K0261330,กระจกพ่นทราย ลายดอกไม้  #G330,บาน,60,0,0,2,0,0,2,1100,550
6K0262001,กระจกปรับมุม U-AAA สีขาว,ชุด,11,18,0,0,0,0,18,3000,166.6667
6K0262002,กระจกปรับมุม U-BBB สีขาว,ชุด,11,6,0,0,0,0,6,960,160
6K0262106,กระจก BOSS 5K-106 ขาว,บาน,11,12,0,0,0,0,12,1548.12,129.01
6K0262109,กระจก BOSS 5K-109 ขาว,บาน,11,12,0,0,0,0,12,1711.08,142.59
6K0262203,กระจก BOSS 5K-203 ขาว,บาน,11,10,0,0,0,0,10,2037,203.7
6K0262204,กระจก BOSS 5K-204 ขาว,บาน,11,9,0,0,0,0,9,1833.3,203.7
6K0262302,กระจกกลม 3 ชิ้น #302 สีขาว,ชุด,11,10,0,0,0,0,10,1575,157.5
6K0262304,กระจกเหลี่ยม 6 ชิ้น สีขาว,ชุด,11,3,0,0,0,0,3,756,252
6K0262305,กระจกกลม 5 ชิ้น สีขาว,ชุด,11,6,0,0,0,0,6,1470,245
6K0262306,กระจก 6 ชิ้นเหลี่ยม SUNSON สีขาว,ชุด,60,1,19,18,0,0,0,0,0
6K0262307,กระจก 6 ชิ้นเหลี่ยม SUNSON สีฟ้า,ชุด,60,8,3,0,0,0,5,1199.4792,239.8958
6K0262308,กระจก 6 ชิ้นเหลี่ยม SUNSON สีน้ำเงิน,ชุด,60,6,0,0,0,0,6,1414.8,235.8
6K0262309,กระจก 6 ชิ้นเหลี่ยม SUNSON สีแดง,ชุด,60,6,0,0,0,0,6,1406.25,234.375
6K0262310,กระจก 6 ชิ้นเหลี่ยม SUNSON สีงา,ชุด,60,12,0,0,0,0,12,2794.0828,232.8402
6K0262311,กระจก 6 ชิ้นเหลี่ยม SUNSON สีชมพู,ชุด,60,5,0,0,0,0,5,1185.119,237.0238
6K0262313,กระจก 6 ชิ้นเหลี่ยม SUNSON สีเทา,ชุด,60,3,0,0,0,0,3,690,230
6K0262314,กรอบรูป ฮกลกสิ้ว กลาง,ชุด,11,1,0,0,0,0,1,380,380
6K0262315,"กรอบรูป ร.5, ร.9 กลาง",ชุด,11,1,0,0,0,0,1,380,380
6K0262316,กรอบรูป ในหลวงทรงงาน (ใหญ่),ชุด,11,1,0,0,0,0,1,450,450
6K0262317,กรอบรูป พระพุทธชินราช (ใหญ่),ชุด,11,1,0,0,0,0,1,450,450
6K0262318,กรอบรูป เสด็จพ่อ ร.5 (เล็ก),ชุด,11,2,0,0,0,0,2,700,350
6K0262319,กรอบรูปตั้งโต๊ะ ร.5 ร.9,ชุด,11,3,0,0,0,0,3,540,180
6K0262320,ปฏิทิน ในหลวงทรงผนวช,ชุด,11,1,0,0,0,0,1,160,160
6K0262321,ปฏิทิน เสด็จพ่อ ร.5,ชุด,11,1,0,0,0,0,1,140,140
6K0262322,ปฎิทินรายเดือน,ชุด,11,300,0,0,0,0,300,2040,6.8
6K0262325,กระจก 6 ชิ้นเหลี่ยม SUNSON สีเขียว,ชุด,60,1,0,0,0,0,1,230,230
6K0263331,กระจกเหลี่ยม SB # K-777 ขาว,บาน,80,2,0,0,0,0,2,370,185
6K0263332,กระจกเหลี่ยม SB # K-333 น้ำเงิน,บาน,80,2,0,0,0,0,2,370,185
6K0263333,กระจกเหลี่ยม SB # K-333 แดง,บาน,80,2,0,0,0,0,2,370,185
6K0263334,กระจกเหลี่ยม SB # K-333 ฟ้า,บาน,80,2,0,0,0,0,2,370,185
6K0263335,กระจกเหลี่ยม SB # K-333 เทา,บาน,80,2,0,0,0,0,2,370,185
6K0263336,กระจกเหลี่ยม SB # K-333 งา,บาน,80,2,0,0,0,0,2,370,185
6K0264001,กระจกชุด กลม LW สีขาว,ชุด,11,5,0,0,0,0,5,525,105
6K0264002,กระจกชุด กลม LW สีฟ้า,ชุด,11,2,0,0,0,0,2,210,105
6K0264003,กระจกชุด กลม LW สีแดง,ชุด,11,2,0,0,0,0,2,210,105
6K0264004,กระจกชุด กลม LW สีน้ำเงิน,ชุด,11,1,1,0,0,0,0,0,0
6K0265001,กระจกชุด เหลี่ยม SB K-212ขาว,บาน,60,30,0,0,0,0,30,3809.0323,126.9677
6K0265002,กระจกชุด เหลี่ยม SB K-212ฟ้า,บาน,11,2,0,0,0,0,2,240,120
6K0265003,กระจกชุด เหลี่ยม SB K-212แดง,บาน,11,2,0,0,0,0,2,240,120
6K0265004,กระจกชุด เหลี่ยม SB K-212น.ง,บาน,11,3,0,0,0,0,3,360,120
6K0265005,กระจกชุด เหลี่ยม SB K-212งา,บาน,11,1,0,0,0,0,1,120,120
6K0265006,กระจกชุด เหลี่ยม SB K-212เนื้อ,บาน,11,1,0,0,0,0,1,120,120
6K0265007,กระจกชุด เหลี่ยม SB K-212เบย์,บาน,11,1,0,0,0,0,1,120,120
6K0265008,กระจก กลม SB K-711ขาว,บาน,60,8,0,12,0,0,20,2595.4286,129.7714
6K0265011,กระจก กลม SB K-711 สีน้ำเงิน,บาน,11,1,0,0,0,0,1,120,120
6K0265012,กระจก กลม SB K-711งา,บาน,11,1,0,0,0,0,1,120,120
6K0265013,กระจก กลม SB K-711เนื้อ,บาน,11,1,0,0,0,0,1,120,120
6K0265014,กระจก กลม SB K711 สีงา,บาน,11,1,0,0,0,0,1,120,120
6K0265015,กระจกเหลี่ยม 3 ชิ้น FUJI ขาว,ชุด,60,6,0,0,0,0,6,870,145
6K0265303,กระจกกลม 3 ชิ้น ZUMO#303 ขาว,ชุด,60,1,0,0,0,0,1,175,175
6K0265400,กระจกชุด+ชั้นวางของเอนกประสงค์ ABS สีขาว,ชุด,60,6,0,0,0,0,6,2856,476
6K0266001,กระจกชุด เหลี่ยม 3ชิ้น PS-301ขาว,ชุด,11,5,0,0,0,0,5,752.5,150.5
6K0266002,กระจกชุด เหลี่ยม 3ชิ้น PS-301ฟ้าอ่อน,ชุด,11,1,0,0,0,0,1,150.5,150.5
6K0266004,กระจกชุด เหลี่ยม 3ชิ้น PS-301 น้ำเงิน,ชุด,11,7,0,0,0,0,7,150.5,21.5
6K0266005,กระจกชุด เหลี่ยม 3ชิ้น PS-301 แดง,ชุด,11,4,0,0,0,0,4,150.5,37.625
6K0266006,กระจกชุด เหลี่ยม 3ชิ้น PS-301 งา,ชุด,11,5,0,0,0,0,5,301,60.2
6K0266007,กระจกชุด เหลี่ยม 3ชิ้น PS-301 ฟ้า,ชุด,11,2,0,0,0,0,2,150.5,75.25
6K0266008,กระจกชุด เหลี่ยม 3ชิ้น PS-301 เทา,ชุด,11,1,0,0,0,0,1,150.5,150.5
6K0266009,กระจกชุด เหลี่ยม 3ชิ้น PS-301 เขียว,ชุด,11,1,0,0,0,0,1,150.5,150.5
6K0267001,กระจก 6 ชิ้นเหลี่ยม BC6 สีฟ้า,ชุด,60,0,6,6,0,0,0,0,0
6K0267002,กระจก 6 ชิ้นเหลี่ยม BC6 สีชมพู,ชุด,60,0,1,6,0,0,5,845,169
6K0268033,กระจกดีไซด์+ชั้นวาง  60*80#8033,บาน,60,3,0,0,0,0,3,3297.198,1099.066
6K0268109,กระจกดีไซด์  60*80#8109,บาน,60,3,0,0,0,0,3,3100.932,1033.644
6L0020101,ราวกันลื่น VRH # GB-101,อัน,60,10,0,0,0,0,10,7696.64,769.664
6L0020102,ราวกันลื่น VRH # GB-102,อัน,11,2,0,0,0,0,2,1540,770
6L0020103,ราวกันลื่น VRH # GB-103D (32*600 ฉาก 90),อัน,11,11,0,0,0,0,11,9886.8,898.8
6L0020104,ราวกันลื่น VRH # GB-104D (32*750 ฉาก 90),อัน,11,14,0,0,0,0,14,13112.4,936.6
6L0020105,ราวกันลื่น VRH # GB-103A (32*400 ฉาก 90),อัน,11,2,0,0,0,0,2,1507.2,753.6
6L0020106,ราวกันลื่น VRH # GB-102 (32*300*400L45),อัน,11,12,0,0,0,0,12,9979.16,831.5967
6L0020108,ราวกันลื่น VRH # BS-108D SS,อัน,11,6,0,0,0,0,6,2523.36,420.56
6L0020800,อ่างล้างหน้าเซรามิค+ตู้เก็บของ LF800-2,ชุด,11,1,0,0,0,0,1,7147.3,7147.3
6L0021000,อ่างล้างหน้าเซรามิค+ตู้เก็บของ LF1000-3,ชุด,11,1,0,0,0,0,1,7296.7,7296.7
6L0030003,ราวกันลื่น TWIN DARGON 50cm,ชุด,60,1,0,0,0,0,1,170,170
6L0030029,ราวตากผ้า ยึดผนังแสตนเลสใบตอง 75ซม.,อัน,60,26,21,0,0,0,5,519.9912,103.9982
6L0030031,ราวตากผ้า ยึดผนังแสตนเลสใบตอง 90ซม.,อัน,60,16,0,0,0,0,16,1790.814,111.9259
6L0030040,ราวตากผ้าแสตนเลส SL 75ซม.,อัน,60,3,3,0,0,0,0,0,0
6L0030060,ราวผ้าใส ขาลายไม้ 60CM,ชุด,60,8,0,0,0,0,8,529.336,66.167
6L0030075,ราวผ้าใส ขาลายไม้ 75CM,ชุด,60,10,1,0,0,0,9,693,77
6L0030090,ราวผ้า PVC BS029 คละสี,อัน,60,11,11,0,0,0,0,0,0
6L0030091,ราวผ้าใส ขาลายไม้ 90CM,ชุด,60,3,0,0,0,0,3,273,91
6L0030102,ราวแสตนเลส TWIN DARGON 40 ซม.,แผง,89,3,0,0,0,0,3,372,124
6L0030103,ราวแสตนเลส TWIN DARGON 50 ซม.,แผง,60,3,1,0,0,0,2,340,170
6L0030108,ราวกันลื่น VERTEX V108,อัน,11,12,0,0,0,0,12,5189.71,432.4758
6L0030109,ราวผยุง38x1.2M มีฝาครอบปิดหัวท้าย GB105,อัน,11,1,0,0,0,0,1,1540.65,1540.65
6L0030110,ราวผยุงสแตนเลสรูปตัววี B613,แพ็ค,60,11,0,0,0,0,11,2090,190
6L0030326,ราวกันลื่น STL ขนาด 60 CM.(L),แผง,89,0,0,6,0,0,6,960,160
6L0030328,ราวกันลื่น STL ขนาด 80 CM.(L),แผง,89,2,2,0,0,0,0,0,0
6L0030501,ราวแสตนเลสแขวนผ้า 2 ชั้นST-501,ชุด,60,2,0,0,0,0,2,2102.8,1051.4
6L0031090,ราวผ้าเอนกประสงค์ 100cm.+ขาชุบ+ขอ FOX-D,อัน,89,0,12,24,0,0,12,1500,125
6L0031501,ราวกันลื่น นัตตี้  50 ซม.#NTCC-501,อัน,60,2,0,0,0,0,2,380,190
6L0032510,ราวผ้า STL 2 DECO 75cm.#DC-2510SS,ชุด,60,16,19,24,0,0,21,2747.0625,130.8125
6L0032512,ราวผ้า STL 2 กษัตริย์(2ชั้น) 60cm.#DC-2512SS,ชุด,60,8,0,0,0,0,8,1344,168
6L0033040,ราวสแตนเลสอเนกประสงค์ 40ซม.ceco,อัน,11,8,0,0,0,0,8,690,86.25
6L0033313,ราวสนามจัมโบ้ JK-313,ชุด,60,1,0,0,0,0,1,3800,3800
6L0033327,ราวกันลื่น RELY # 2*35 CM,ชุด,11,6,0,0,0,0,6,3298.13,549.6883
6L0033328,ราวกันลื่น RELY # 2*50 CM,ชุด,11,6,0,0,0,0,6,3624.98,604.1633
6L0038001,*ราวผ้า SB-K800 ขาว,อัน,60,102,0,0,0,0,102,5076,49.7647
6L0038002,*ราวผ้า SB-K800 งา,อัน,60,33,0,0,0,0,33,1660.5,50.3182
6L0038003,*ราวผ้า SB-K800 ฟ้า,อัน,60,27,0,0,0,0,27,1336.5,49.5
6L0038004,*ราวผ้า SB-K800 แดง,อัน,60,23,0,0,0,0,23,1138.5,49.5
6L0038005,*ราวผ้า SB-K800 น้ำเงิน,อัน,60,29,0,0,0,0,29,1462.5,50.431
6L0038006,*ราวผ้า SB-K800 เนื้อ,อัน,60,8,0,0,0,0,8,396,49.5
6L0038007,*ราวผ้า SB-K800 ชมพู,อัน,60,18,0,0,0,0,18,918,51
6L0040029,ราวแขวนผ้า PVC BS-029 คละสี,อัน,60,7,5,0,0,0,2,86.4105,43.2052
6L0040102,ราวแขวนผ้า BA102 5ชั้น (600 มิล),อัน,11,8,0,0,0,0,8,6385.04,798.13
6L0040202,ราวแขวนผ้า COTTO C-812 สีงา,อัน,80,2,0,0,0,0,2,614.26,307.13
6L0040402,ราวแขวนผ้า PO-SENG 150 สีเนื้อ,อัน,60,12,0,0,0,0,12,504.68,42.0567
6L0040404,ราวแขวนผ้า PO-SENG 150 สีน้ำเงิน,อัน,60,7,0,0,0,0,7,294.3967,42.0567
6L0040407,ราวแขวนผ้า PO-SENG 150 สีฟ้า,อัน,60,12,0,0,0,0,12,504.68,42.0567
6L0040409,ราวแขวนผ้า PO-SENG 150 สีงา,อัน,60,12,0,0,0,0,12,504.68,42.0567
6L0040411,ราวแขวนผ้า PO-SENG 150 สีเทา,อัน,60,12,0,0,0,0,12,504.68,42.0567
6L0040413,ราวแขวนผ้า PO-SENG 150 สีแดง,อัน,60,9,0,0,0,0,9,378.51,42.0567
6L0040414,ราวแขวนผ้า RELY 75 cm. GB3207*35 cm.,อัน,60,6,0,0,0,0,6,2648.1,441.35
6L0040415,ราวแขวนผ้า RELY 75 cm. GB3207*50 cm.,อัน,60,6,0,0,0,0,6,2851.8,475.3
6L0040416,ราวแขวนผ้า PO-SENG 150 สีขาว,อัน,60,21,0,0,0,0,21,883.1725,42.0558
6L0040500,ราวแขวนผ้า BA101 A (900 มิล),อัน,11,83,0,0,0,0,83,8796.8742,105.9864
6L0040501,ราวแขวนผ้า BA101 A (750 มิล),อัน,11,96,0,0,0,0,96,9612.06,100.1256
6L0040502,ราวแขวนผ้า BA101 A (600 มิล),อัน,11,80,0,0,0,0,80,6591.45,82.3931
6L0041002,ราวมือจับ SB-02,อัน,60,15,1,0,1,0,15,3324.9724,221.6648
6L0041003,ราวมือจับ SB-03,อัน,60,9,0,0,0,0,9,2148.3818,238.7091
6L0041004,ราวมือจับ SB-04,อัน,60,6,4,0,0,0,2,672.2767,336.1383
6L0041005,ราวมือจับ SB-05,อัน,60,3,2,0,0,0,1,906.83,906.83
6L0041006,ราวมือจับ SB-06,อัน,60,2,0,0,0,0,2,598,299
6L0041010,ราวมือจับ SB-10,อัน,60,3,0,0,0,0,3,2471.42,823.8067
6L0041314,ราวมือจับ Sguat Mate SS-02,อัน,60,6,0,0,0,0,6,8523.4104,1420.5684
6L0041315,ราวมือจับ Sguat Mate SS-03,อัน,60,4,1,2,0,0,5,8261.7063,1652.3413
6L0041316,ราวมือจับ Sguat Mate SS-01,อัน,60,1,0,2,0,0,3,5098.32,1699.44
6M0010904,มือปิดอะไหล่หม้อน้ำรุ่นพิเศษ 3-5 #409,อัน,11,12,0,0,0,0,12,838.08,69.84
6O0010409,อะไหล่ชักโครก #409,ชุด,11,9,0,0,0,0,9,2523,280.3333
6P0060001,แป๊ปขันก๊อก 6 เหลี่ยม PVC SB,อัน,80,8,0,0,0,0,8,304,38
6P0060002,แป๊ปห้อย 2 เมตร,ชุด,90,6,0,0,0,0,6,600,100
6P0060005,แป๊ปห้อย 1.5 เมตร,ชุด,90,2,0,0,0,0,2,180,90
6P008,ปากนกกระจอก,ตัว,11,887,0,0,0,0,887,0,0
6P0081001,ปากนกกระจอก SB,ตัว,11,160,0,0,0,0,160,2124.1379,13.2759
6P0081002,นกกระจอกทองเหลือง,อัน,60,50,0,0,0,0,50,1109.434,22.1887
6P0081003,ปากน้ำล้นสี่เหลี่ยมขาว+ยาง SWH,ชุด,60,12,0,0,0,0,12,216,18
